"sample_id"	"PGS000163"	"PGS000164"	"PGS000165"	"PGS000166"	"PGS000167"	"PGS000168"	"PGS000169"	"PGS000170"	"PGS000171"	"PGS000172"	"PGS000173"	"PGS000174"	"PGS000175"	"PGS000176"	"PGS000177"	"PGS000178"	"PGS000179"	"PGS000180"	"PGS000181"	"PGS000182"	"PGS000183"	"PGS000184"	"PGS000185"	"PGS000186"	"PGS000187"	"PGS000188"	"PGS000189"	"PGS000190"	"PGS000191"
"GTEX-V955"	0.5065291	0.9461788	-3.6157943	-3.3538721	-0.0840518	1.8655371	4.5115966	4.6165264	2.5368675	0.1507275	0.2240981	2.7648319	2.0315105	2.5121956	1.1779098	0.2581552	0.9242298	-0.7450674	0.2464103	-0.7800206	-0.134921	2.4540741	2.2171801	0.5681155	0.6933196	0.5109635	4.6391703	4.7515907	-0.5780037
"GTEX-VJWN"	0.0257117	0.8103183	-3.9776446	-3.8107445	0.2172645	1.7031695	4.0526646	4.2798708	2.7673905	-0.2042954	-0.0792997	2.3443092	1.434808	2.4947268	1.5959594	0.4808406	1.0264077	-0.4560006	0.3938076	-0.7649725	0.0218447000000001	2.5432452	2.0655972	0.874562	0.51282	0.6865993	3.7939319	4.1461158	-0.6644552
"GTEX-VJYA"	0.1811306	0.9063706	-4.0032483	-3.3216079	0.1917219	1.9581662	4.0141669	4.3539292	2.5278399	0.0119865	-0.3034603	3.5491499	2.0030942	2.8418343	2.020251	0.7149598	0.3458642	-0.5311397	-0.0789490999999999	-0.6846659	-0.1556489	2.4935269	2.1007251	0.4881225	0.6786953	0.5674779	4.1971269	4.5159603	-0.561539
"GTEX-VUSG"	0.2474501	0.7780948	-4.3578134	-3.5742492	0.1712676	1.6070034	3.9500287	4.1480823	2.7407455	-0.0767864	0.2037851	2.6451201	1.7526608	2.5653669	1.5772382	0.2936876	1.0753351	-0.5573351	0.46969	-1.0257735	-0.3911951	2.9517393	2.3727949	0.8424708	0.4780723	1.1633724	4.0438591	4.0962658	-0.5040071
"GTEX-VUSH"	0.261353	0.9071653	-4.2133384	-3.6336166	-0.1084846	1.5819444	4.3631082	4.3689292	2.7871268	-0.2754331	0.1283144	2.6375504	1.8696921	1.9659925	1.6462615	0.5143895	0.1110312	-1.5473929	-0.57506	-1.2599253	-0.2352036	2.3617603	2.0285234	0.8218472	0.5368361	0.8112003	4.6188903	4.6925549	-1.0125206
"GTEX-W5WG"	0.4389602	0.9866013	-3.6550706	-2.7629228	0.0809129	1.6151425	4.0274128	4.2417133	2.7408819	-0.2926486	0.1867761	2.1343549	1.6419753	2.0148938	1.5326291	0.2251937	0.3524864	-0.6581971	0.0123548000000001	-0.8950407	-0.2833226	2.3730239	1.8655871	0.5720631	1.0313843	0.9668489	3.9997134	4.0779484	-1.2452392
"GTEX-W5X1"	0.208426	0.9264564	-3.8911429	-3.0809706	0.1908345	2.1762485	4.1376104	4.0423862	2.701481	-0.161839	0.3118031	2.2461225	1.9950296	2.1369743	1.8189214	0.4214921	1.0355239	-1.5138275	-0.7864995	-0.9463378	-0.2298684	2.4077377	2.2509184	0.6762076	1.0232961	0.9899458	4.2818288	4.4254623	-0.9245874
"GTEX-WCDI"	0.2190425	0.8764748	-3.8727746	-3.1551059	0.1136829	1.7782316	3.8515497	3.8176489	2.6625383	-0.3269408	0.0440394	2.6462517	1.9820595	2.3882557	1.6062498	0.4403398	0.555881	-1.3697597	-0.2418333	-1.2484811	-0.2512023	3.072119	2.4343536	1.2447072	0.8101458	0.6670892	3.9033525	4.0889824	-0.9781477
"GTEX-WEY5"	0.2867425	0.8492184	-3.9453881	-3.571033	-0.00805010000000003	1.4724299	3.8652389	4.1193533	2.7077748	0.022233	0.0204959	3.2219509	1.9405279	3.1739439	1.9578337	0.5490833	0.8491569	-0.00257410000000005	0.7468257	-0.9808527	-0.4934701	3.5753384	2.2941282	1.682232	0.0732652	0.9591432	4.0901622	4.3089768	-0.759403
"GTEX-WFG7"	0.0682553	0.8342338	-4.0817551	-3.4448275	0.2196417	1.994944	4.0729117	4.1391749	2.7376557	-0.2797039	-0.2396456	2.8333468	2.1264878	2.0959896	1.3850452	0.6152618	0.9730392	-0.5995159	-0.00974939999999989	-0.8349835	-0.1321345	2.4609218	2.9274643	0.3730828	0.8484043	0.8890128	4.2441302	4.3685553	-0.7783651
"GTEX-WFG8"	0.3621169	0.8971325	-3.5565422	-3.1558511	-0.00821370000000003	1.3866786	4.280372	4.4323529	2.8990425	-0.0937447	-0.1501342	2.5530083	1.8193951	2.4609005	1.6415758	0.9341073	0.3055431	-0.2229983	0.00304300000000012	-0.8253252	-0.0834677999999999	2.7864665	2.3502282	1.4275537	0.5445629	0.692546	4.4001428	4.5605533	-0.5802821
"GTEX-WFJO"	-0.0155665	0.5321678	-3.7805682	-3.3183784	0.0238082	1.7744571	4.2039796	4.3859059	2.7014333	-0.0765603	0.1544452	3.5015482	2.2963498	2.737949	1.2974215	-0.0732838	-0.2665942	-0.7735007	0.0775462000000001	-0.9121898	-0.322861	2.0790525	2.216212	1.1442652	-0.0166454	0.5624607	4.2161109	4.7308385	-0.5640304
"GTEX-WFON"	0.237563	0.7034668	-3.5813788	-3.3347058	-0.1951874	1.612745	4.1379462	4.1579694	2.9146157	-0.4715343	0.0127837	2.2057176	1.4889801	2.2069602	1.5706126	0.6159109	1.0865409	-0.6285521	0.1262415	-0.9693006	-0.1736261	2.6582672	2.1305386	0.9515663	0.9047145	0.7112076	4.3046284	4.3464729	-1.0392405
"GTEX-WH7G"	0.3156721	0.8640042	-3.7761711	-3.316716	0.1193283	1.6343882	4.4920172	4.8779245	2.8020359	0.0823631	0.1838287	2.3542388	1.84835	2.1367282	1.536538	0.5260434	0.9025806	-1.0790718	-0.2273476	-0.697048	-0.0130096999999999	3.3507758	2.6428425	1.1570742	0.1900355	0.8197792	4.395758	4.6164488	-0.7260137
"GTEX-WHPG"	0.4176337	0.9828771	-4.2652479	-3.7780233	0.0503569	1.561246	4.4277212	4.653751	2.764492	0.0264955	-0.1181091	2.9040603	1.6139835	2.9180582	1.6071503	0.2452075	1.0835304	-0.540004	0.3579478	-0.8587592	-0.1232858	2.4137975	2.8883429	0.7219193	0.4541939	1.0213272	4.4484002	4.8112534	-0.3609104
"GTEX-WHSB"	0.1905616	0.8200326	-3.8528619	-3.1513548	0.2309315	1.6256783	4.2234551	4.5864031	2.8898062	-0.3581976	0.2820647	2.5744918	2.1290934	2.5755091	1.141311	0.2913309	0.5217337	-0.3343263	0.3191647	-1.0839706	-0.2529675	2.8419975	2.3314978	0.4487061	0.5225505	1.0757595	4.5680424	4.7597274	-1.0195398
"GTEX-WHSE"	0.3060231	0.7921417	-3.7478472	-3.3999181	0.2274704	1.7503321	3.9963735	4.1143307	2.5825728	-0.4299261	-0.1142121	2.3843639	2.0321537	2.1158981	1.6404874	0.4792118	1.0886405	-0.9952768	-0.0610616999999999	-0.4411699	-0.1023654	3.059129	2.0728071	1.2107375	1.2503687	0.6019614	4.2060491	4.1564792	-0.4379014
"GTEX-WHWD"	0.4081894	0.9243992	-3.8255314	-3.0738278	-0.1457158	1.2875162	4.1171506	4.3135278	2.5782209	-0.5919797	-0.0824512	2.9725439	1.7128597	2.4627421	1.3574998	0.3465139	0.6510765	-0.5706928	-0.2447444	-0.9630502	0.1396658	2.5599087	2.1184889	1.0997423	0.3860187	0.8052439	4.2531646	4.6998754	-0.936618
"GTEX-WI4N"	0.4225686	0.9784313	-3.9595282	-3.4547888	-0.1012166	1.5806968	4.1003218	4.3802306	2.5791327	-0.4954003	-0.2421694	2.5648868	1.6148379	2.6100603	1.7495844	0.3958522	0.6163662	-0.7320697	-0.0239265999999999	-0.2407923	0.077944	2.9558603	2.1923419	0.9070421	0.5338896	0.3314332	4.1563314	4.4731045	-0.2441547
"GTEX-WK11"	0.2677535	0.9425464	-4.323796	-3.4245029	0.2396924	1.7374923	4.1276693	4.5359918	3.3191811	-0.3885075	0.0519223	2.5909498	1.5338668	2.5301422	0.8522804	0.245266	0.6793868	-0.4015254	0.2474763	-1.3118309	-0.3102134	2.3721843	1.7080443	0.4020922	1.0035765	1.0538195	4.4471021	4.6608517	-1.0296083
"GTEX-WL46"	0.1541981	0.8730861	-4.1653942	-3.7703514	0.0397254	1.8183045	4.3911984	4.7432535	2.8273335	-0.4642193	-0.0823057	2.6695553	1.6997553	2.3504836	1.873904	0.9015274	1.4886988	-0.5975534	0.4006968	-1.2942324	-0.3388318	2.7219943	2.221258	0.4705803	0.8634579	1.1165596	4.3722693	4.5376831	-0.5300546
"GTEX-WOFL"	0.1049085	0.6909525	-3.6524189	-3.1224586	0.0586765	1.6265968	4.761595	4.8452585	3.0655236	-0.4974696	-0.1691864	1.8617492	1.6352893	1.7190613	1.8076435	0.4467307	0.6520715	-1.3583276	-0.8577912	-1.3110578	-0.0770588	2.3432622	2.4899187	0.6452349	1.1423196	1.1548322	4.7384362	4.8353017	-1.1738743
"GTEX-WOFM"	0.2991463	0.7629891	-4.4070688	-3.9418324	0.1803155	1.8313504	4.2741138	4.5036966	3.0732039	-0.3240552	-0.3559985	2.8391839	2.0314018	2.2635735	1.9033728	0.7265094	0.5048231	-1.2985081	-0.3310602	-0.6435597	0.1480806	2.2917091	1.9531897	0.2095905	1.1923447	0.8884522	4.3771545	4.5046896	-0.8088371
"GTEX-WQUQ"	0.3149625	0.8676586	-4.2748476	-3.5406525	0.1177612	1.7044121	4.5471197	4.8021401	3.2693597	-0.5925281	-0.1572589	3.1112118	2.1806041	2.787999	0.429127	-0.8199525	0.5241723	-0.2438153	0.2216076	-0.7441467	0.284275	2.804271	2.2372996	0.9941913	0.5687502	0.7751417	4.6095931	4.9444282	-0.7667585
"GTEX-WRHK"	0.2567758	0.9522181	-3.7860606	-3.2127128	0.1703372	1.8080139	3.7868696	4.194307	2.5446386	-0.2247581	-0.1491507	3.188199	1.8740357	3.0583808	1.599489	0.3210033	1.0654381	-0.4290173	0.2526036	-0.5354638	0.1550998	1.8058958	2.0994207	0.331862	0.5403827	0.9313325	4.0070512	4.3338789	-0.5401483
"GTEX-WRHU"	0.3989934	0.8685998	-3.9450233	-3.5018027	0.059284	1.6242646	3.7504362	3.9476219	2.4663499	-0.1771401	0.1741401	2.2253649	1.5586422	2.0197005	1.3419635	0.57308	0.904626	-0.5259769	0.2504492	-0.8952421	-0.3219249	2.6732635	2.1041762	0.9420522	0.8211703	1.330839	3.7090122	3.7831237	-0.9902469
"GTEX-WVJS"	0.538527	0.9970222	-4.0788236	-3.3713247	-0.1572494	1.4191638	4.3954313	4.5325195	2.800663	-0.3167224	0.0510538	3.1396757	1.6254406	2.3614159	1.865922	0.452293	1.199498	-0.5668307	0.1728149	-1.0540009	-0.3612548	3.2854742	2.3927237	1.2108857	0.7328169	0.7251769	4.5810305	4.7378662	-0.3436019
"GTEX-WVLH"	0.2883591	0.8986522	-3.9706481	-3.4416754	0.0789454999999999	1.6425486	3.9314676	4.0555121	2.9292323	0.2396077	0.226757	2.8692747	1.6394152	2.0372575	1.5010004	0.3893535	0.4248051	-0.963803	0.1005858	-1.0077643	-0.4706719	2.6405826	2.630697	1.3424223	0.4559599	1.3813275	4.0249485	4.2027447	-0.7905939
"GTEX-WWTW"	0.2743171	0.6971603	-3.3902529	-2.7967392	0.0250285	1.7017804	4.5815845	4.8383908	2.7088612	0.0684137	0.0074806	2.7453476	2.0290894	2.3392384	1.8331726	0.5779817	0.8540316	-0.8239147	-0.0548392999999999	-0.4144161	-0.0596356999999999	3.2441717	2.5968383	1.0141454	0.4874681	1.5422972	4.3922705	4.7013122	0.1485429
"GTEX-WWYW"	0.23748	0.8826553	-3.8919259	-3.2485914	0.190191	2.0462052	4.5892672	4.5359088	3.0902923	-0.2189634	0.288167	3.1725507	1.839137	2.5789126	0.5389617	-0.2880063	1.8812271	-0.9368395	-0.3279508	-0.6312986	-0.1825454	2.97589	2.4287742	0.3993315	0.6087859	0.5365856	4.5662222	4.5608581	-0.72918
"GTEX-WXYG"	0.3295612	0.96257	-3.786125	-3.5587578	0.0110339	1.5819081	4.1109921	4.1533413	2.3931474	-0.3452383	-0.1181878	2.4092765	1.7360707	2.314934	1.28349	0.3482311	1.1051454	-0.6130369	0.2460894	-0.9072804	-0.0555367	3.0799549	1.8725863	0.8316761	0.9186461	0.806559	4.3173403	4.1985651	-1.0122061
"GTEX-WY7C"	0.2624974	0.9955105	-4.0937143	-3.4625909	0.0801224	1.7199201	4.0618631	4.2128228	2.7710751	-0.3012852	0.2960601	2.3274749	1.75196	2.2492369	1.0895364	0.4956988	1.2666088	-1.0532461	-0.3941112	-1.065246	-0.3571903	2.4805084	1.8936834	0.8705205	0.5951276	1.2302294	4.0572438	4.5006884	-0.9078203
"GTEX-WYBS"	0.3808387	0.949277	-4.5929896	-3.5248376	-0.0327931	1.6364733	4.2008482	4.4787773	2.5731559	-0.100744	-0.065799	2.9127686	1.4536758	2.8289467	1.4866508	0.8505984	1.3875246	-0.266337	0.368049	-0.9176372	-0.173054	3.0300864	2.6262022	1.5213451	0.3501552	0.9786703	4.0301184	4.486628	-0.5568845
"GTEX-WYJK"	0.4971677	0.9992315	-3.479157	-2.8638581	-0.2266348	1.0033689	4.5270838	4.4646191	2.7441305	-0.0744611	-0.1218726	2.4344763	1.8147451	2.742536	1.1315815	0.5314314	0.4888808	-1.0204881	0.3992932	-0.8493566	0.0437215000000001	2.8026325	2.0567851	0.8854004	0.1462754	0.930434	4.579527	4.8456409	-0.45346
"GTEX-WYVS"	0.2164202	0.9086756	-4.0450484	-3.3930999	-0.0335894	1.6836899	4.3414048	4.4065065	2.8249544	-0.3257064	0.2870611	2.7499795	1.8930307	2.8177084	0.6516663	-0.3207677	1.0604006	-0.5367358	0.8904896	-0.7153076	-0.2867124	2.5510645	2.4890153	0.9584776	0.5923288	0.6581586	4.3033254	4.6401042	-0.8729503
"GTEX-WZTO"	0.1477489	0.808621	-4.0204722	-3.409055	0.2833762	1.9961988	3.8365065	3.9345756	2.2981545	-0.3960833	-0.190295	2.8770761	2.0877624	2.4438493	1.4302044	0.1908616	1.0868589	-0.4877157	0.2136486	-0.8366218	0.192281	3.3506401	2.4002675	1.192336	0.5970189	0.7727288	4.1743775	4.3632289	-0.8250912
"GTEX-X15G"	0.16016	0.8104074	-3.999377	-3.5405474	0.3243763	1.983922	4.3201281	4.6431958	2.4686321	0.449444	0.2024756	3.2008436	1.7951151	2.7518487	1.543642	0.0673542	0.785093	-0.5043764	0.13302	-0.8075465	-0.1678252	2.668347	2.7050328	0.7163289	0.8629963	1.5025029	4.5283216	4.748832	-0.6960457
"GTEX-X261"	0.1917915	0.8797734	-3.714721	-2.9955845	0.3023937	2.0272863	3.9617176	4.0161024	2.323789	-0.3718284	-0.2229312	3.3554164	2.0058537	3.0376035	1.2754006	0.5040952	0.8608056	-0.7047843	0.4607776	-0.9866727	0.1739386	2.6706152	2.6309118	0.7870059	0.6912266	0.6016467	3.9798812	4.2586168	-0.9548107
"GTEX-X3Y1"	0.396656	0.9911469	-3.8052544	-3.2698635	0.4627146	2.102485	4.4549508	4.5468665	2.786081	-0.0298658	0.0072637	3.1162725	2.2082915	2.6370968	1.2431865	0.2197613	-0.1549127	-1.1984374	-0.1244505	-1.0363792	-0.3313703	3.4361142	2.0472807	1.5074428	0.4524897	0.6145077	4.6337826	4.8313426	-0.738138
"GTEX-X4EO"	0.0619409	0.616008	-3.8012818	-3.1890734	0.3267285	1.8431132	3.7509984	3.9904229	2.2658169	-0.176752	-0.3454132	3.6309875	1.7788934	3.4147115	2.2797892	1.0939657	1.3007056	-0.1611344	0.6537457	-0.8574491	0.0483927000000001	2.6636616	2.4311559	0.6156068	0.1649275	0.7264436	4.065074	4.3904361	-0.7393341
"GTEX-X4EP"	0.406781	0.8900598	-3.8925731	-3.2971335	0.2763938	1.7372358	4.4721667	4.4163316	2.780516	-0.0876887	-0.0529535	2.5945457	1.7066154	2.7225191	1.6623808	0.519287	1.4511833	-0.1100667	0.3098246	-0.8507892	0.0950376	2.5971655	2.7542631	0.6830461	0.2787663	1.4819239	4.2191098	4.5657228	-0.5712414
"GTEX-X4LF"	0.3321371	0.8903635	-4.184345	-3.1337668	-0.7269969	0.8813472	4.4077969	4.7192496	2.8054068	-0.5676093	0.1636015	1.9837733	1.7941704	1.9287207	0.7243999	0.282695	1.2304414	-0.5262414	-0.1852573	-0.8934868	-0.2147124	2.574311	2.2481454	1.0492908	0.0256146	1.3183968	4.2413074	4.5081762	-0.7407406
"GTEX-X4XX"	0.2678818	0.8834189	-3.7752797	-3.3280353	0.0112778	1.6639657	4.5528844	4.9136324	2.6894053	-0.1197542	-0.1790021	2.7454199	2.2243315	2.7354705	1.4755913	0.5135029	-0.0409266999999999	-0.7080903	-0.2021408	-0.6051321	0.1621795	2.8774263	1.4038975	1.6570695	0.1574074	1.1954967	4.268589	4.8308165	-0.5299048
"GTEX-X4XY"	0.5680683	0.9650523	-4.3008151	-3.6226174	0.1155662	1.9454191	4.0305439	3.9953781	2.4091475	-0.2871132	0.2205703	2.720523	1.972503	2.1243994	1.8380936	0.7603681	1.1782952	-0.4324307	-0.2527951	-1.0463076	-0.1774506	2.9130946	2.145579	0.8785815	1.010055	0.9218413	4.4744049	4.5609333	-0.806054
"GTEX-X585"	0.2633899	0.7967995	-3.8643433	-3.1639264	0.1910554	1.6588477	4.4785792	4.5846145	2.9400025	-0.3620755	0.0112139	2.7287996	1.9608139	2.4834985	1.5048571	0.674624	0.4406981	-0.8666997	-0.3191837	-0.8535778	-0.2920075	3.263885	2.2719036	1.4636323	0.8327664	1.0915615	4.3201261	4.5967304	-0.8214722
"GTEX-X5EB"	0.2132881	0.9045704	-4.0145449	-3.3474179	-0.1794281	1.5292921	4.4623705	4.5969223	3.1118549	-0.4253611	-0.1320251	2.9713466	1.9481899	2.5833594	1.1989323	-0.0631408	0.110316	-0.7263831	0.1416392	-0.9043367	0.1470517	3.3898093	1.9950502	1.5285142	0.337281	1.1182421	4.6600825	4.9521222	-0.7045437
"GTEX-X62O"	0.2925141	0.724043	-4.4590575	-3.9943426	-0.1868657	1.3317257	4.2673376	4.5982666	2.9439778	-0.4990851	-0.2475218	3.1261534	2.1153952	2.9961459	1.0787615	-0.0498222	0.9682133	-0.6935237	0.0120859000000001	-0.8235373	0.1478976	2.5751207	2.327608	0.6371316	-0.101168	0.7699463	4.5902096	4.6356189	-0.607215
"GTEX-X638"	0.2633797	0.7627673	-3.8438604	-3.6222521	0.1522547	1.8143187	5.0605224	5.3825659	3.3267556	-0.091901	0.1399225	2.9051247	2.3048739	2.3011522	1.8972839	0.1023427	0.7975109	-0.955251	-0.5069394	-1.0589535	-0.3859018	2.7988172	2.1398124	1.1711513	0.599039	0.6994432	5.1083066	5.2101308	-0.6315803
"GTEX-X88G"	0.406452	0.8731633	-4.389234	-3.6886895	-0.147872	1.2949741	4.1152733	4.539584	2.9360386	0.2342165	-0.2897517	3.1978086	1.8826547	3.0297805	1.220858	0.4854632	0.3573738	-0.7477426	0.0013700000000001	-0.8064286	-0.0673602999999999	2.8408538	2.5874923	0.8485453	0.294917	0.8368201	4.116014	4.4194878	-0.6658955
"GTEX-X8HC"	0.1849287	0.8284925	-4.1179206	-3.6170061	0.0488531	1.6730614	4.3059043	4.5536262	2.9396133	0.0475801	0.3028759	2.8042002	1.7528907	2.3777638	1.262704	-0.0247973	0.7245739	-0.2035854	0.5233347	-1.0464768	-0.1503507	3.0731809	2.6237412	1.3086927	0.7405118	0.2130338	4.2556368	4.663278	-0.8614783
"GTEX-XAJ8"	0.3006917	0.9191488	-4.4008227	-3.6351264	0.2406225	1.867389	4.6432769	4.8726265	3.0008244	-0.3725166	-0.1651179	3.1829701	2.0906603	2.6004652	1.3166148	0.2415553	-0.3258532	-1.2063025	-0.3755695	-0.7801726	0.0151423	2.6753105	2.481454	1.3192263	0.6658697	0.7234556	4.9662068	4.9052777	-0.5806254
"GTEX-XBEC"	0.6556719	1.1824618	-3.6489767	-3.2095901	-0.0565384	1.6412184	4.4405116	4.5355692	2.7729859	0.0415033	-0.2813497	3.1513815	1.9689496	2.718266	1.8197352	0.6353134	0.0750648	-0.9029186	0.0401961000000001	-0.6120711	0.0746563000000001	3.2714706	1.9719284	1.2438088	0.5388935	0.9503723	4.258925	4.5138957	-0.2135068
"GTEX-XBED"	0.3243238	0.8849849	-3.4802322	-2.9440143	0.2701506	1.6316406	4.5428437	4.4765931	2.8117759	-0.272728	-0.3995352	2.7805653	1.8886409	2.4170599	1.3170244	0.5523818	0.4789136	-0.4814583	0.1010524	-0.7791398	-0.1982162	3.0230168	2.5494547	0.7779776	0.3108189	1.0336826	4.8261413	4.695909	-0.654803
"GTEX-XBEW"	0.3968967	0.9760458	-4.0175372	-3.111121	0.3806446	1.9034964	4.4794866	4.6019751	3.2090495	0.00239030000000001	-0.00243919999999999	2.6838957	1.8637735	2.2952181	1.9092526	0.6717244	1.3481811	-0.7740982	0.1890446	-0.9705512	0.0250848000000001	2.6573738	2.5802868	0.901538	1.4335619	0.9857421	4.2553484	4.2776235	-0.7190182
"GTEX-XGQ4"	0.5769144	0.960857	-3.7749806	-3.0912652	0.0747975	1.6225989	3.797525	3.969208	2.5837398	-0.1521727	-0.0371583	2.7676646	1.7025942	2.7514723	2.2000111	0.7493589	0.9542417	-0.0414364000000001	0.4575553	-0.8820244	-0.3145718	3.1550899	2.7863694	1.2362418	0.3791036	0.9267643	3.9577695	4.3142744	-0.6766515
"GTEX-XK95"	0.3308003	0.8038811	-4.1276518	-3.4524755	0.0937668	2.0417776	4.5670144	4.6860399	2.8664695	-0.2197284	0.0094399	3.2136336	2.1878284	2.9163423	0.4951175	-0.3943168	0.6187231	-0.6200529	-0.0467116999999999	-0.3989345	0.1024989	2.4677966	2.0189635	0.967295	0.5259608	0.8152088	4.656182	4.7258591	-0.6944959
"GTEX-XLM4"	0.318298	0.8861502	-3.5758463	-2.6832843	0.1637037	1.92788	4.173489	4.3136775	2.7540082	0.2088273	0.0750631	2.43904	1.5649654	2.1819624	1.6919394	0.461186	0.7277658	-0.9460339	-0.0377951999999999	-0.6236832	-0.3894084	2.3655184	2.7729806	0.7470148	1.6088045	1.3506049	4.3580341	4.5572219	-0.4897986
"GTEX-XMD1"	0.1866629	0.768549	-4.1231972	-3.2866881	0.0969107	1.8560786	4.574579	4.7881746	2.912839	-0.2011341	0.2710454	2.7821608	1.6606563	2.6232432	0.9970059	0.1421652	1.4393769	-0.6082166	0.4976247	-0.9599338	-0.2068453	2.4699572	2.6664001	0.4406419	0.5579631	0.5438783	4.473231	4.9525566	-0.9222583
"GTEX-XMD2"	0.4831645	1.0107597	-3.9287358	-3.4771076	0.0912775	1.505578	3.9057457	4.2256644	2.419553	-0.0362326	0.0127814	2.3260065	1.7755116	2.2096632	0.9155929	0.1062775	0.5179569	-0.9305042	-0.2360846	-0.6471204	-0.0582098999999999	2.485499	2.5888215	0.902792	1.0409434	0.9422177	3.6671683	4.1711985	-0.5535341
"GTEX-XMD3"	0.2966371	0.8442887	-4.0837142	-3.5957895	0.3261013	1.8018987	3.5547655	3.7832229	2.5618349	-0.7681248	-0.1116301	1.6158393	1.5803227	1.8246218	1.7377339	1.0362855	1.3428103	-0.5459741	-0.0167016999999999	-0.9026229	-0.1232628	2.6913289	2.8637	0.783666	0.441063	1.2927051	3.7647236	4.0510919	-0.7347217
"GTEX-XMK1"	0.5324996	0.8778648	-3.9304426	-3.5269625	-0.0663321	1.7372825	4.1888783	4.3530988	2.9357892	-0.1446395	-0.2987227	2.4418496	1.9339888	2.12191	1.6293049	0.6433996	0.5313673	-0.7795595	-0.3315469	-0.8513029	-0.1768073	3.2735164	2.492484	1.2092838	0.8937616	0.6653255	4.388653	4.4144884	-1.1037656
"GTEX-XOT4"	0.5244401	1.1899189	-4.0885651	-3.6541641	-0.3328869	1.1217489	3.8729308	4.1729779	2.4036872	-0.070648	0.0333523	2.2550648	1.4569627	2.3775346	1.3960207	0.3341996	0.5502465	-0.7857307	0.3549504	-1.0369183	-0.2941624	3.0298801	2.228244	0.9554392	0.7644808	1.5511729	4.2216743	4.469236	-0.8925366
"GTEX-XPT6"	0.3714602	1.0140715	-3.4830015	-3.2792511	0.4557833	2.1302173	5.0948478	5.0750446	2.9300522	0.1163747	0.168199	2.8977537	1.9346486	2.612567	0.6675949	-0.532154	0.5016023	-0.7612916	0.141581	-1.0019289	-0.0141407	3.388387	2.2951115	1.434648	0.9031023	0.851213	4.9270029	5.2805695	-0.6942448
"GTEX-XPVG"	0.4185748	0.835921	-3.7933383	-3.3051842	0.1209708	1.7724596	4.4015339	4.6435658	2.7400378	0.1927973	-0.0983016	2.546122	1.791024	2.0551987	1.8675255	0.6643015	0.0498869000000001	-0.5252953	0.2535551	-0.5490092	-0.0736164999999999	2.7784058	1.3409957	1.1781793	0.5197778	1.0702776	4.2396038	4.5751108	-0.2805504
"GTEX-XQ3S"	0.3639427	1.0258332	-3.7609587	-3.3692247	0.0366388	1.786223	4.7053424	4.5076117	2.9242884	0.3792168	0.1024469	2.5774356	1.8635588	2.4541744	1.3392573	0.4759209	1.0072993	-0.4338194	0.5147854	-0.7329788	-0.3273142	2.4921553	2.4366046	0.7714389	0.4400201	1.2942018	4.2917749	4.3886392	-0.2404447
"GTEX-XQ8I"	0.2525714	0.8945545	-4.1294086	-3.4473152	0.1012016	2.0772022	4.3828437	4.5225246	2.540324	0.1024399	0.2237164	3.0763646	2.2292982	2.8290832	1.0119193	0.1266797	0.4100434	-0.6350797	-0.0423799999999999	-0.9572372	-0.1870719	2.473636	2.6060688	1.0155752	0.5791545	0.7732542	4.5741307	4.7184076	-0.5486827
"GTEX-XUW1"	0.2591624	0.8482582	-3.4717143	-2.8417002	0.216485	1.7003351	3.9547538	4.0141481	2.4026536	-0.0487871	0.3829562	2.7352816	1.7450461	2.6339549	0.9241065	-0.2480568	0.091175	-0.4859385	0.5280765	-0.9330705	-0.7753537	2.9934042	2.1965438	1.1851474	0.9295956	0.8729975	4.2791395	4.3822727	-0.7782113
"GTEX-XUYS"	0.3114938	1.0269854	-3.975762	-3.3997264	-0.06359	1.5362782	3.7732885	3.875745	2.2231695	-0.1836413	-0.106379	2.8812056	2.0240101	2.262615	0.9393847	-0.1869663	0.7240031	-0.8757161	-0.8338394	-1.1619248	0.1977312	3.0069293	2.3810883	1.0810601	0.4579862	0.6149338	3.8947547	4.4065451	-1.0366472
"GTEX-XUZC"	0.4724693	0.9802858	-3.7421627	-3.2823523	0.3141446	1.9108586	4.4623677	4.5190922	3.0388898	-0.1231905	0.1132546	3.1085194	2.0033855	3.1486541	2.1072634	0.6430153	0.4109395	-0.0149909	0.9549695	-0.7163955	-0.2360031	2.686684	2.2098051	1.4617122	-0.0110487	0.6398222	4.3650184	4.6114069	-0.9676951
"GTEX-XV7Q"	0.5379243	0.9718473	-3.3001986	-2.6653635	0.056349	1.4974613	4.1986556	4.4036674	2.8685526	-0.2658584	0.2608136	2.7136986	1.802088	2.4796874	1.6171981	0.2620615	0.6391219	-0.8700378	-0.2611427	-0.9944694	-0.5671454	3.2766878	1.9418369	1.2840742	0.7949963	0.691008	4.3336941	4.3344808	-0.65169
"GTEX-XXEK"	0.2657157	0.9388825	-4.3005788	-3.5019586	0.0395676	1.4602358	4.0440256	4.147542	2.7323827	-0.2169617	0.1332307	2.23492	1.6187062	2.3296968	1.2061878	0.4835023	1.4440396	-0.8843971	-0.3299469	-1.042196	-0.0112582	2.7579661	2.3743298	0.5890358	0.4149181	0.9272261	4.1205183	4.3873829	-0.904836
